InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,InvoiceDay,Total_Spend,Day_Of_Week,Hour,Year,Month,cluster
171135,SKU_1551,Notebook,47,2024-01-20 02:00:00,50.8,74148.0,Germany,0.49,Credit Card,22.17,Furniture,In-store,Not Returned,FedEx,Berlin,Medium,2024-01-20,2387.6,5,2,2024,1,2
768800,SKU_1288,Headphones,18,2024-01-20 03:00:00,44.59,88234.0,Germany,0.18,Credit Card,8.57,Stationery,In-store,Not Returned,FedEx,Amsterdam,Medium,2024-01-20,802.6200000000001,5,3,2024,1,1
339883,SKU_1647,White Mug,38,2024-01-20 16:00:00,82.23,66102.0,United States,0.2,Credit Card,18.85,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium,2024-01-20,3124.7400000000002,5,16,2024,1,2
768516,SKU_1677,White Mug,16,2024-01-20 19:00:00,34.54,89642.0,Norway,0.04,Bank Transfer,27.08,Furniture,In-store,Not Returned,UPS,Berlin,Low,2024-01-20,552.64,5,19,2024,1,1
320899,SKU_1394,T-shirt,9,2024-01-21 02:00:00,30.52,37381.0,Norway,0.16,Bank Transfer,24.35,Electronics,In-store,Returned,FedEx,Paris,Low,2024-01-21,274.68,6,2,2024,1,1
534355,SKU_1138,Backpack,37,2024-01-21 05:00:00,65.65,11432.0,Australia,0.06,Bank Transfer,6.61,Electronics,In-store,Not Returned,DHL,London,Medium,2024-01-21,2429.05,6,5,2024,1,0
358700,SKU_1815,T-shirt,14,2024-01-21 15:00:00,63.51,23089.0,United Kingdom,0.16,paypall,8.19,Stationery,In-store,Not Returned,UPS,London,Low,2024-01-21,889.14,6,15,2024,1,1
831389,SKU_1988,Wireless Mouse,3,2024-01-21 16:00:00,5.35,86496.0,Spain,0.1,paypall,23.55,Electronics,Online,Not Returned,Royal Mail,Berlin,Low,2024-01-21,16.049999999999997,6,16,2024,1,1
545356,SKU_1179,Wireless Mouse,7,2024-01-21 17:00:00,34.0,48986.0,United States,0.23,Credit Card,8.75,Electronics,In-store,Not Returned,FedEx,Paris,Medium,2024-01-21,238.0,6,17,2024,1,1
679224,SKU_1806,Blue Pen,4,2024-01-21 18:00:00,15.6,26200.0,United Kingdom,0.33,Bank Transfer,15.93,Accessories,In-store,Not Returned,FedEx,Rome,Medium,2024-01-21,62.4,6,18,2024,1,1
673613,SKU_1868,Backpack,37,2024-01-22 02:00:00,27.93,50335.0,Spain,0.3,paypall,15.58,Furniture,Online,Not Returned,UPS,Rome,High,2024-01-22,1033.41,0,2,2024,1,0
555279,SKU_1122,White Mug,44,2024-01-22 04:00:00,42.2,59262.0,Australia,0.49,Bank Transfer,27.96,Stationery,In-store,Not Returned,UPS,Rome,High,2024-01-22,1856.8000000000002,0,4,2024,1,2
772982,SKU_1605,Notebook,27,2024-01-22 05:00:00,23.77,92349.0,Australia,0.3,Bank Transfer,13.13,Accessories,Online,Not Returned,FedEx,Amsterdam,High,2024-01-22,641.79,0,5,2024,1,1
636296,SKU_1751,Wall Clock,4,2024-01-22 10:00:00,80.16,38300.0,United Kingdom,0.06,Bank Transfer,9.66,Accessories,Online,Not Returned,DHL,Berlin,Low,2024-01-22,320.64,0,10,2024,1,1
964930,SKU_1578,T-shirt,21,2024-01-22 11:00:00,84.75,15776.0,United Kingdom,0.21,paypall,7.87,Apparel,Online,Not Returned,DHL,Amsterdam,Medium,2024-01-22,1779.75,0,11,2024,1,2
352844,SKU_1953,T-shirt,39,2024-01-22 13:00:00,96.08,67168.0,Netherlands,0.42,Bank Transfer,25.28,Accessories,In-store,Not Returned,Royal Mail,Berlin,High,2024-01-22,3747.12,0,13,2024,1,2
212892,SKU_1242,White Mug,2,2024-01-22 14:00:00,15.41,53228.0,Sweden,0.02,paypall,15.08,Electronics,Online,Not Returned,DHL,Paris,Medium,2024-01-22,30.82,0,14,2024,1,1
763372,SKU_1787,T-shirt,31,2024-01-22 15:00:00,9.69,64031.0,Spain,0.32,Bank Transfer,24.71,Apparel,In-store,Not Returned,UPS,Rome,High,2024-01-22,300.39,0,15,2024,1,2
185702,SKU_1135,Desk Lamp,42,2024-01-22 17:00:00,49.0,84416.0,France,0.28,Bank Transfer,7.5,Accessories,In-store,Not Returned,DHL,Rome,Medium,2024-01-22,2058.0,0,17,2024,1,0
970596,SKU_1158,Desk Lamp,31,2024-01-22 18:00:00,30.84,56172.0,Portugal,0.11,Bank Transfer,15.12,Stationery,Online,Not Returned,UPS,Rome,Medium,2024-01-22,956.04,0,18,2024,1,1
573863,SKU_1455,Office Chair,41,2024-01-22 22:00:00,10.43,96732.0,Sweden,0.01,Credit Card,28.0,Electronics,In-store,Not Returned,FedEx,Berlin,Medium,2024-01-22,427.63,0,22,2024,1,2
537586,SKU_1333,Desk Lamp,10,2024-01-23 00:00:00,2.58,93614.0,Germany,0.44,Credit Card,10.46,Apparel,In-store,Not Returned,DHL,Berlin,Medium,2024-01-23,25.8,1,0,2024,1,1
669340,SKU_1462,Office Chair,11,2024-01-23 01:00:00,95.17,61901.0,Germany,0.05,paypall,13.17,Stationery,Online,Not Returned,DHL,Paris,Medium,2024-01-23,1046.8700000000001,1,1,2024,1,1
754879,SKU_1365,T-shirt,19,2024-01-23 06:00:00,74.77,97020.0,Norway,0.25,paypall,10.58,Stationery,Online,Not Returned,DHL,London,Medium,2024-01-23,1420.6299999999999,1,6,2024,1,1
936713,SKU_1466,T-shirt,32,2024-01-23 11:00:00,21.0,51490.0,Germany,0.13,Bank Transfer,9.02,Accessories,Online,Not Returned,UPS,Berlin,Medium,2024-01-23,672.0,1,11,2024,1,1
437429,SKU_1898,Headphones,22,2024-01-23 13:00:00,96.44,51971.0,Spain,0.14,Bank Transfer,11.18,Stationery,In-store,Not Returned,UPS,Rome,Medium,2024-01-23,2121.68,1,13,2024,1,1
315777,SKU_1040,T-shirt,7,2024-01-23 18:00:00,27.74,18402.0,Norway,0.46,Bank Transfer,11.93,Accessories,Online,Returned,UPS,Berlin,High,2024-01-23,194.17999999999998,1,18,2024,1,0
938185,SKU_1860,Desk Lamp,38,2024-01-23 21:00:00,38.97,78254.0,Belgium,0.03,Credit Card,19.11,Accessories,Online,Not Returned,Royal Mail,Rome,Medium,2024-01-23,1480.86,1,21,2024,1,1
937059,SKU_1106,Office Chair,27,2024-01-24 04:00:00,1.51,84562.0,Netherlands,0.09,Credit Card,25.67,Accessories,Online,Not Returned,DHL,Rome,Medium,2024-01-24,40.77,2,4,2024,1,1
639834,SKU_1498,Backpack,15,2024-01-24 05:00:00,22.59,98293.0,United Kingdom,0.49,Bank Transfer,7.49,Stationery,In-store,Not Returned,Royal Mail,Berlin,High,2024-01-24,338.85,2,5,2024,1,2
780659,SKU_1071,Desk Lamp,8,2024-01-24 08:00:00,13.38,80316.0,Sweden,0.09,Bank Transfer,25.66,Accessories,In-store,Not Returned,Royal Mail,Berlin,Low,2024-01-24,107.04,2,8,2024,1,0
665509,SKU_1775,Backpack,25,2024-01-24 11:00:00,4.39,23919.0,Australia,0.13,Bank Transfer,11.46,Accessories,Online,Returned,FedEx,London,Medium,2024-01-24,109.74999999999999,2,11,2024,1,0
796136,SKU_1122,Blue Pen,15,2024-01-24 12:00:00,5.64,43913.0,Australia,0.25,Bank Transfer,28.85,Stationery,Online,Not Returned,FedEx,Paris,High,2024-01-24,84.6,2,12,2024,1,2
878790,SKU_1367,Wireless Mouse,28,2024-01-24 16:00:00,15.88,45793.0,Netherlands,0.17,Bank Transfer,28.21,Furniture,Online,Not Returned,Royal Mail,Paris,High,2024-01-24,444.64000000000004,2,16,2024,1,2
148215,SKU_1511,Wireless Mouse,16,2024-01-24 22:00:00,49.67,48970.0,Spain,0.19,Bank Transfer,25.43,Stationery,In-store,Returned,FedEx,Paris,Low,2024-01-24,794.72,2,22,2024,1,2
363367,SKU_1007,Wall Clock,5,2024-01-24 23:00:00,63.38,44439.0,Norway,0.48,Bank Transfer,8.97,Apparel,Online,Not Returned,DHL,Rome,High,2024-01-24,316.90000000000003,2,23,2024,1,0
267182,SKU_1952,Backpack,48,2024-01-25 00:00:00,2.04,88989.0,Australia,0.04,Credit Card,26.4,Apparel,In-store,Returned,UPS,Amsterdam,High,2024-01-25,97.92,3,0,2024,1,2
720741,SKU_1723,Blue Pen,36,2024-01-25 02:00:00,97.03,67674.0,United States,0.08,Bank Transfer,29.08,Accessories,In-store,Not Returned,UPS,Paris,Low,2024-01-25,3493.08,3,2,2024,1,2
138829,SKU_1149,USB Cable,11,2024-01-25 05:00:00,23.55,94041.0,Norway,0.01,Credit Card,25.51,Stationery,Online,Not Returned,DHL,London,Medium,2024-01-25,259.05,3,5,2024,1,1
641106,SKU_1174,Office Chair,49,2024-01-25 11:00:00,96.37,57834.0,Italy,0.43,Credit Card,21.84,Furniture,Online,Returned,UPS,Rome,Low,2024-01-25,4722.13,3,11,2024,1,2
793312,SKU_1703,Wall Clock,19,2024-01-25 14:00:00,43.86,68221.0,Netherlands,0.31,Bank Transfer,13.89,Electronics,In-store,Returned,FedEx,Paris,High,2024-01-25,833.34,3,14,2024,1,2
866984,SKU_1049,White Mug,5,2024-01-26 00:00:00,59.6,94592.0,United Kingdom,0.22,Credit Card,16.67,Electronics,Online,Not Returned,UPS,Amsterdam,Medium,2024-01-26,298.0,4,0,2024,1,0
380153,SKU_1650,Backpack,27,2024-01-26 04:00:00,41.21,83069.0,Netherlands,0.21,Bank Transfer,13.62,Apparel,Online,Not Returned,UPS,Rome,High,2024-01-26,1112.67,4,4,2024,1,0
739199,SKU_1509,White Mug,9,2024-01-26 15:00:00,23.79,63323.0,Australia,0.26,Bank Transfer,8.02,Apparel,In-store,Returned,FedEx,Paris,Low,2024-01-26,214.10999999999999,4,15,2024,1,0
495242,SKU_1393,Wireless Mouse,24,2024-01-26 16:00:00,36.52,34174.0,France,0.37,Credit Card,27.78,Furniture,In-store,Not Returned,UPS,London,Low,2024-01-26,876.48,4,16,2024,1,1
377433,SKU_1725,USB Cable,37,2024-01-26 18:00:00,35.25,26751.0,Norway,0.05,Credit Card,24.18,Furniture,Online,Not Returned,UPS,London,High,2024-01-26,1304.25,4,18,2024,1,1
925711,SKU_1789,Blue Pen,47,2024-01-26 22:00:00,69.49,65928.0,Belgium,0.42,paypall,14.1,Accessories,Online,Not Returned,UPS,London,High,2024-01-26,3266.0299999999997,4,22,2024,1,0
468205,SKU_1485,T-shirt,7,2024-01-26 23:00:00,61.79,52724.0,Sweden,0.22,Bank Transfer,28.86,Stationery,Online,Not Returned,DHL,Paris,Medium,2024-01-26,432.53,4,23,2024,1,1
520495,SKU_1055,Backpack,16,2024-01-27 03:00:00,73.52,41897.0,France,0.23,Credit Card,14.82,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Low,2024-01-27,1176.32,5,3,2024,1,1
689488,SKU_1377,Wall Clock,23,2024-01-27 06:00:00,78.95,59203.0,France,0.27,Bank Transfer,28.62,Stationery,Online,Not Returned,DHL,London,Low,2024-01-27,1815.8500000000001,5,6,2024,1,2
706824,SKU_1390,Blue Pen,22,2024-01-27 10:00:00,97.09,63748.0,Italy,0.24,Bank Transfer,27.86,Stationery,In-store,Not Returned,UPS,Rome,Medium,2024-01-27,2135.98,5,10,2024,1,0
816873,SKU_1545,Notebook,13,2024-01-27 13:00:00,91.87,37646.0,Australia,0.18,Credit Card,29.0,Apparel,Online,Not Returned,UPS,Rome,Low,2024-01-27,1194.31,5,13,2024,1,0
840456,SKU_1606,White Mug,2,2024-01-27 19:00:00,23.23,56932.0,Netherlands,0.22,paypall,10.01,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,2024-01-27,46.46,5,19,2024,1,1
669464,SKU_1518,White Mug,42,2024-01-27 22:00:00,50.23,38703.0,Australia,0.45,Credit Card,16.71,Stationery,In-store,Not Returned,DHL,Berlin,High,2024-01-27,2109.66,5,22,2024,1,0
578706,SKU_1725,Headphones,48,2024-01-27 23:00:00,48.53,62995.0,Portugal,0.21,Bank Transfer,6.14,Electronics,Online,Not Returned,Royal Mail,Amsterdam,Medium,2024-01-27,2329.44,5,23,2024,1,2
930852,SKU_1041,Backpack,24,2024-01-28 06:00:00,79.99,66170.0,Spain,0.46,paypall,26.56,Furniture,Online,Not Returned,FedEx,Rome,Medium,2024-01-28,1919.7599999999998,6,6,2024,1,1
721679,SKU_1753,Wireless Mouse,36,2024-01-28 08:00:00,58.23,86876.0,Belgium,0.45,paypall,23.7,Accessories,Online,Not Returned,UPS,Berlin,Low,2024-01-28,2096.2799999999997,6,8,2024,1,0
159278,SKU_1383,Backpack,35,2024-01-28 09:00:00,31.21,21551.0,Germany,0.4,Credit Card,9.88,Stationery,Online,Not Returned,UPS,Paris,High,2024-01-28,1092.3500000000001,6,9,2024,1,2
686773,SKU_1933,Notebook,49,2024-01-28 16:00:00,81.55,81291.0,Australia,0.13,Credit Card,7.38,Accessories,Online,Not Returned,UPS,Rome,High,2024-01-28,3995.95,6,16,2024,1,2
413686,SKU_1680,Desk Lamp,6,2024-01-28 21:00:00,64.04,70246.0,Portugal,0.42,Bank Transfer,25.36,Accessories,Online,Returned,DHL,Amsterdam,High,2024-01-28,384.24,6,21,2024,1,0
504933,SKU_1392,Notebook,1,2024-01-28 23:00:00,4.52,77493.0,Norway,0.18,Credit Card,22.9,Electronics,Online,Not Returned,Royal Mail,Berlin,Low,2024-01-28,4.52,6,23,2024,1,1
471223,SKU_1902,USB Cable,23,2024-01-29 03:00:00,97.01,75861.0,Spain,0.45,paypall,19.08,Stationery,Online,Not Returned,Royal Mail,London,Medium,2024-01-29,2231.23,0,3,2024,1,2
403244,SKU_1971,USB Cable,34,2024-01-29 04:00:00,47.61,70459.0,Italy,0.4,paypall,13.83,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Medium,2024-01-29,1618.74,0,4,2024,1,2
528591,SKU_1075,USB Cable,18,2024-01-29 09:00:00,75.7,71863.0,Netherlands,0.4,paypall,12.08,Furniture,In-store,Not Returned,DHL,London,High,2024-01-29,1362.6000000000001,0,9,2024,1,2
251392,SKU_1981,White Mug,49,2024-01-29 10:00:00,38.39,93501.0,France,0.41,Bank Transfer,15.7,Accessories,Online,Not Returned,DHL,Berlin,Low,2024-01-29,1881.1100000000001,0,10,2024,1,2
692397,SKU_1646,Desk Lamp,4,2024-01-29 16:00:00,73.13,71679.0,Spain,0.41,Bank Transfer,17.94,Furniture,Online,Not Returned,FedEx,Paris,High,2024-01-29,292.52,0,16,2024,1,1
317409,SKU_1901,Backpack,21,2024-01-29 21:00:00,64.36,54425.0,France,0.21,paypall,13.0,Electronics,Online,Not Returned,Royal Mail,Paris,High,2024-01-29,1351.56,0,21,2024,1,2
979491,SKU_1379,Office Chair,38,2024-01-29 22:00:00,35.92,87281.0,Belgium,0.11,Bank Transfer,21.47,Electronics,Online,Not Returned,Royal Mail,Rome,Medium,2024-01-29,1364.96,0,22,2024,1,2
775311,SKU_1542,Desk Lamp,36,2024-01-30 02:00:00,34.71,54091.0,Belgium,0.45,Credit Card,19.42,Electronics,Online,Not Returned,UPS,London,Medium,2024-01-30,1249.56,1,2,2024,1,2
443259,SKU_1973,Headphones,37,2024-01-30 04:00:00,81.65,89065.0,United States,0.19,Bank Transfer,17.79,Electronics,Online,Not Returned,DHL,Berlin,Medium,2024-01-30,3021.05,1,4,2024,1,2
895541,SKU_1390,USB Cable,15,2024-01-30 08:00:00,14.18,83142.0,France,0.0,Credit Card,21.05,Stationery,Online,Not Returned,UPS,Berlin,Medium,2024-01-30,212.7,1,8,2024,1,1
469199,SKU_1019,White Mug,35,2024-01-30 14:00:00,40.08,36536.0,United States,0.07,paypall,27.3,Electronics,In-store,Not Returned,DHL,Paris,Medium,2024-01-30,1402.8,1,14,2024,1,1
732695,SKU_1653,USB Cable,31,2024-01-30 17:00:00,93.44,32906.0,Spain,0.0,paypall,26.17,Apparel,In-store,Returned,UPS,Berlin,Medium,2024-01-30,2896.64,1,17,2024,1,2
210047,SKU_1142,Headphones,38,2024-01-30 19:00:00,96.18,78635.0,Netherlands,0.01,Credit Card,11.62,Furniture,Online,Not Returned,FedEx,Berlin,High,2024-01-30,3654.84,1,19,2024,1,0
701946,SKU_1482,Desk Lamp,43,2024-01-30 22:00:00,70.85,83072.0,Germany,0.44,Bank Transfer,5.36,Electronics,In-store,Returned,DHL,Berlin,Medium,2024-01-30,3046.5499999999997,1,22,2024,1,2
188830,SKU_1431,Desk Lamp,47,2024-01-31 06:00:00,5.36,58368.0,France,0.21,paypall,28.79,Apparel,Online,Not Returned,Royal Mail,Rome,Low,2024-01-31,251.92000000000002,2,6,2024,1,1
761533,SKU_1002,Headphones,3,2024-01-31 07:00:00,22.5,17617.0,Netherlands,0.29,paypall,17.66,Electronics,In-store,Not Returned,FedEx,Paris,Low,2024-01-31,67.5,2,7,2024,1,1
969877,SKU_1074,Notebook,9,2024-01-31 10:00:00,12.4,79956.0,France,0.13,Bank Transfer,23.64,Electronics,In-store,Returned,UPS,London,Medium,2024-01-31,111.60000000000001,2,10,2024,1,1
129105,SKU_1949,Backpack,5,2024-01-31 14:00:00,51.66,54510.0,United Kingdom,0.02,Credit Card,21.54,Electronics,In-store,Not Returned,FedEx,Berlin,Medium,2024-01-31,258.29999999999995,2,14,2024,1,0
809880,SKU_1394,T-shirt,2,2024-01-31 18:00:00,41.38,26782.0,Germany,0.42,paypall,11.6,Stationery,Online,Not Returned,FedEx,Rome,Medium,2024-01-31,82.76,2,18,2024,1,0
794961,SKU_1888,Headphones,6,2024-01-31 21:00:00,73.78,61767.0,Belgium,0.05,Bank Transfer,26.1,Electronics,Online,Not Returned,FedEx,London,Low,2024-01-31,442.68,2,21,2024,1,1
482973,SKU_1482,Headphones,17,2024-01-31 22:00:00,44.88,81606.0,Netherlands,0.3,Credit Card,26.46,Apparel,In-store,Not Returned,DHL,Amsterdam,High,2024-01-31,762.96,2,22,2024,1,1
265438,SKU_1623,Desk Lamp,31,2024-02-01 01:00:00,9.43,87482.0,France,0.32,Credit Card,28.46,Stationery,In-store,Not Returned,DHL,Amsterdam,High,2024-02-01,292.33,3,1,2024,2,2
497067,SKU_1609,Blue Pen,13,2024-02-01 02:00:00,49.69,28511.0,Spain,0.18,paypall,20.41,Accessories,In-store,Not Returned,UPS,London,High,2024-02-01,645.97,3,2,2024,2,1
498723,SKU_1795,Backpack,38,2024-02-01 08:00:00,76.83,69412.0,Spain,0.1,paypall,7.45,Stationery,Online,Not Returned,FedEx,Rome,Medium,2024-02-01,2919.54,3,8,2024,2,2
761294,SKU_1961,Wall Clock,39,2024-02-01 09:00:00,42.89,69276.0,Italy,0.1,paypall,27.02,Accessories,Online,Not Returned,FedEx,London,High,2024-02-01,1672.71,3,9,2024,2,2
141971,SKU_1801,T-shirt,7,2024-02-01 10:00:00,67.14,61554.0,Italy,0.17,paypall,5.05,Stationery,In-store,Not Returned,DHL,London,Low,2024-02-01,469.98,3,10,2024,2,2
891091,SKU_1405,White Mug,49,2024-02-01 12:00:00,53.91,37103.0,Belgium,0.26,Bank Transfer,25.84,Apparel,Online,Not Returned,DHL,Paris,High,2024-02-01,2641.5899999999997,3,12,2024,2,2
366542,SKU_1372,Wireless Mouse,40,2024-02-01 13:00:00,91.82,46575.0,United States,0.01,Bank Transfer,6.88,Stationery,Online,Not Returned,DHL,Berlin,Medium,2024-02-01,3672.7999999999997,3,13,2024,2,2
630530,SKU_1285,Desk Lamp,30,2024-02-01 14:00:00,5.26,72677.0,Italy,0.01,Credit Card,15.8,Electronics,Online,Not Returned,Royal Mail,London,High,2024-02-01,157.79999999999998,3,14,2024,2,0
860275,SKU_1220,White Mug,26,2024-02-01 18:00:00,60.65,73119.0,Belgium,0.09,paypall,17.04,Furniture,In-store,Not Returned,FedEx,Paris,Low,2024-02-01,1576.8999999999999,3,18,2024,2,2
294886,SKU_1146,Notebook,13,2024-02-01 20:00:00,14.24,42338.0,Sweden,0.08,Credit Card,6.95,Accessories,In-store,Not Returned,DHL,London,Medium,2024-02-01,185.12,3,20,2024,2,2
675463,SKU_1179,Notebook,37,2024-02-01 22:00:00,99.77,84093.0,Germany,0.45,paypall,7.95,Electronics,In-store,Not Returned,Royal Mail,Berlin,High,2024-02-01,3691.49,3,22,2024,2,2
614080,SKU_1509,Notebook,25,2024-02-01 23:00:00,71.87,56822.0,United States,0.0,Bank Transfer,19.12,Furniture,In-store,Not Returned,UPS,Berlin,Low,2024-02-01,1796.75,3,23,2024,2,2
374487,SKU_1080,Notebook,16,2024-02-02 04:00:00,8.55,45648.0,Norway,0.43,Bank Transfer,18.7,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Low,2024-02-02,136.8,4,4,2024,2,2
422081,SKU_1808,Wireless Mouse,40,2024-02-02 08:00:00,43.48,84711.0,Italy,0.27,paypall,5.79,Stationery,In-store,Not Returned,UPS,London,Low,2024-02-02,1739.1999999999998,4,8,2024,2,2
542563,SKU_1288,White Mug,34,2024-02-02 10:00:00,41.61,64729.0,Belgium,0.03,Credit Card,13.87,Apparel,In-store,Not Returned,UPS,London,High,2024-02-02,1414.74,4,10,2024,2,1
524572,SKU_1739,T-shirt,27,2024-02-02 11:00:00,91.26,57280.0,Italy,0.06,Bank Transfer,6.99,Electronics,Online,Not Returned,DHL,London,Low,2024-02-02,2464.02,4,11,2024,2,2
257438,SKU_1509,Backpack,37,2024-02-02 13:00:00,34.97,68719.0,Italy,0.47,Credit Card,10.54,Accessories,In-store,Not Returned,DHL,Paris,High,2024-02-02,1293.8899999999999,4,13,2024,2,1
965936,SKU_1593,White Mug,33,2024-02-02 14:00:00,25.55,88652.0,United States,0.32,paypall,28.26,Furniture,Online,Not Returned,UPS,Paris,Medium,2024-02-02,843.15,4,14,2024,2,2
903922,SKU_1912,USB Cable,36,2024-02-02 15:00:00,24.29,85737.0,France,0.33,Bank Transfer,16.68,Apparel,Online,Not Returned,UPS,London,Low,2024-02-02,874.4399999999999,4,15,2024,2,1
241448,SKU_1595,Desk Lamp,32,2024-02-02 17:00:00,72.29,57598.0,Australia,0.2,paypall,27.96,Apparel,Online,Not Returned,DHL,Berlin,Low,2024-02-02,2313.28,4,17,2024,2,2
467524,SKU_1726,White Mug,5,2024-02-02 20:00:00,57.33,70676.0,Italy,0.33,Bank Transfer,26.11,Stationery,Online,Returned,FedEx,London,High,2024-02-02,286.65,4,20,2024,2,2
427985,SKU_1173,T-shirt,48,2024-02-02 22:00:00,44.77,57664.0,Portugal,0.36,Bank Transfer,19.3,Accessories,Online,Not Returned,Royal Mail,Rome,Low,2024-02-02,2148.96,4,22,2024,2,2
580566,SKU_1345,USB Cable,40,2024-02-02 23:00:00,32.1,11439.0,Netherlands,0.44,Bank Transfer,14.13,Accessories,In-store,Not Returned,Royal Mail,Rome,Medium,2024-02-02,1284.0,4,23,2024,2,2
665972,SKU_1838,Blue Pen,4,2024-02-03 01:00:00,53.43,92342.0,Spain,0.47,paypall,24.01,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low,2024-02-03,213.72,5,1,2024,2,1
487364,SKU_1454,Headphones,35,2024-02-03 08:00:00,14.4,74849.0,Germany,0.05,Credit Card,18.79,Electronics,Online,Not Returned,UPS,London,Medium,2024-02-03,504.0,5,8,2024,2,1
655679,SKU_1794,Backpack,15,2024-02-03 10:00:00,84.38,20611.0,Germany,0.41,Bank Transfer,19.21,Accessories,Online,Not Returned,UPS,Rome,Low,2024-02-03,1265.6999999999998,5,10,2024,2,1
675343,SKU_1195,Wall Clock,20,2024-02-03 12:00:00,17.67,87694.0,Belgium,0.29,paypall,14.36,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Low,2024-02-03,353.40000000000003,5,12,2024,2,1
480215,SKU_1880,Headphones,16,2024-02-03 15:00:00,46.89,80466.0,Norway,0.17,Credit Card,24.83,Stationery,In-store,Not Returned,DHL,London,Medium,2024-02-03,750.24,5,15,2024,2,0
817565,SKU_1781,T-shirt,41,2024-02-03 18:00:00,18.35,87125.0,Australia,0.15,paypall,5.88,Furniture,In-store,Not Returned,DHL,London,Medium,2024-02-03,752.35,5,18,2024,2,1
252947,SKU_1689,Blue Pen,32,2024-02-03 20:00:00,62.16,82284.0,Sweden,0.36,Credit Card,7.62,Furniture,Online,Not Returned,FedEx,Berlin,Medium,2024-02-03,1989.12,5,20,2024,2,2
878335,SKU_1169,Notebook,8,2024-02-03 23:00:00,66.53,71381.0,Germany,0.08,Bank Transfer,18.3,Stationery,In-store,Not Returned,FedEx,Berlin,Medium,2024-02-03,532.24,5,23,2024,2,1
379509,SKU_1353,Backpack,20,2024-02-04 06:00:00,28.98,25668.0,Belgium,0.03,Credit Card,28.7,Electronics,Online,Returned,UPS,London,Low,2024-02-04,579.6,6,6,2024,2,1
474399,SKU_1249,Office Chair,20,2024-02-04 07:00:00,32.07,92904.0,Spain,0.5,paypall,16.03,Electronics,In-store,Not Returned,UPS,London,Low,2024-02-04,641.4,6,7,2024,2,1
249021,SKU_1378,Office Chair,17,2024-02-04 08:00:00,87.59,48497.0,Spain,0.47,Credit Card,27.72,Electronics,Online,Returned,FedEx,Berlin,Low,2024-02-04,1489.03,6,8,2024,2,1
179942,SKU_1144,USB Cable,44,2024-02-04 11:00:00,2.89,42530.0,Australia,0.34,Credit Card,17.53,Accessories,Online,Not Returned,UPS,Rome,High,2024-02-04,127.16000000000001,6,11,2024,2,1
770288,SKU_1624,T-shirt,7,2024-02-04 12:00:00,73.41,87723.0,Norway,0.35,paypall,18.73,Furniture,In-store,Not Returned,Royal Mail,London,Low,2024-02-04,513.87,6,12,2024,2,1
788741,SKU_1488,USB Cable,21,2024-02-04 15:00:00,63.76,82298.0,France,0.47,Bank Transfer,12.31,Apparel,Online,Not Returned,UPS,Amsterdam,Medium,2024-02-04,1338.96,6,15,2024,2,1
154780,SKU_1127,Backpack,11,2024-02-04 18:00:00,1.19,31622.0,Australia,0.08,Credit Card,8.67,Electronics,In-store,Not Returned,Royal Mail,Paris,High,2024-02-04,13.09,6,18,2024,2,1
166412,SKU_1277,T-shirt,34,2024-02-04 19:00:00,49.56,53444.0,Norway,0.33,Bank Transfer,19.17,Apparel,Online,Not Returned,DHL,Paris,Low,2024-02-04,1685.04,6,19,2024,2,1
764685,SKU_1680,Notebook,1,2024-02-04 21:00:00,17.58,11502.0,United Kingdom,0.39,paypall,27.94,Stationery,In-store,Not Returned,DHL,Paris,Medium,2024-02-04,17.58,6,21,2024,2,1
229788,SKU_1347,Headphones,23,2024-02-04 23:00:00,38.77,42934.0,Belgium,0.25,Credit Card,28.79,Accessories,Online,Not Returned,UPS,Paris,Medium,2024-02-04,891.71,6,23,2024,2,1
353199,SKU_1483,White Mug,10,2024-02-05 01:00:00,28.95,28920.0,Sweden,0.5,paypall,16.81,Accessories,Online,Not Returned,DHL,Berlin,Medium,2024-02-05,289.5,0,1,2024,2,1
947094,SKU_1833,White Mug,16,2024-02-05 02:00:00,35.88,87130.0,United Kingdom,0.18,Bank Transfer,26.01,Accessories,Online,Not Returned,DHL,Berlin,Medium,2024-02-05,574.08,0,2,2024,2,1
985096,SKU_1301,White Mug,2,2024-02-05 03:00:00,88.79,25193.0,Spain,0.35,Bank Transfer,28.55,Electronics,In-store,Not Returned,DHL,Paris,Medium,2024-02-05,177.58,0,3,2024,2,0
180249,SKU_1211,Desk Lamp,8,2024-02-05 04:00:00,69.06,29014.0,United States,0.39,paypall,16.3,Furniture,In-store,Not Returned,DHL,Paris,Medium,2024-02-05,552.48,0,4,2024,2,1
